trip_id,avg_speed,max_speed,braking_events,acceleration_events,night_driving,phone_usage,trip_duration,risk_score,label
TRIP_285,80.5964004958752,96.64879505869007,3,6,0,0,62.42937893662737,29.47751001304224,0
TRIP_286,31.57494640572998,65.8489700107014,6,5,0,1,22.226122512475968,40.966437780155864,0
TRIP_287,53.178578859573,88.81581845900273,2,6,1,0,31.876659355808705,41.40351521311172,0
TRIP_288,62.05980647781492,79.95687188818833,5,6,0,0,26.954809595652172,28.434860419597406,0
TRIP_289,58.37190241282039,101.3834902083836,6,2,0,0,26.6893342386788,31.862997824085245,0
TRIP_290,47.527605762152874,121.80900892046289,6,5,0,0,37.67359615857583,38.40200198232508,0
TRIP_291,52.5025329957127,57.49655060708511,3,5,0,0,56.011659142934775,20.110344579352248,0
TRIP_292,49.083988784094004,97.30052158294835,4,7,0,0,41.839525998208835,31.62233812954408,0
TRIP_293,47.92762291666946,91.79734408866719,3,3,0,0,22.947035578593617,26.3994097974816,0
TRIP_294,65.19522516425229,108.42680152900931,2,2,0,0,76.2984426620481,28.09484478422429,0
TRIP_295,59.284185831580565,99.26393256475379,5,5,0,0,36.17859831441689,32.058651681056396,0
TRIP_296,46.68508485687215,79.96061336522362,4,7,0,0,26.3416856542683,27.76902519227192,0
TRIP_297,65.79519850519901,88.61892128666764,2,4,0,0,56.18144562016384,25.02642695259281,0
TRIP_298,58.68759425051931,79.07948286393022,0,5,0,0,27.963940730842722,20.90655174754005,0
TRIP_299,64.75434542606752,116.52014277197196,0,4,1,0,59.94370482481165,43.560031727104885,0
TRIP_300,62.555546103083344,95.42623297343884,5,6,0,0,21.9403581355,31.872496216319746,0
TRIP_301,45.05205986893513,133.02381371506016,6,2,1,0,56.45045583382054,53.894180825568924,1
TRIP_302,48.27782751763637,93.78678372370759,1,5,0,0,38.01571496422542,25.50817416082391,0
TRIP_303,63.967523261479144,80.83186466179075,2,3,0,0,54.3657834905365,22.629303258175725,0
TRIP_304,62.32444318520158,64.72571214774345,5,6,0,0,63.52648563052317,25.0501582550541,0
TRIP_305,54.74918087243022,58.9372064748811,4,4,0,0,18.01089064218119,21.09715699441802,0
TRIP_306,56.407928599705386,63.317281139890206,3,4,0,0,54.136577311374836,20.737173586642268,0
TRIP_307,70.3319787494611,100.34253302022967,2,7,0,0,13.866441433618927,29.631674004495483,0
TRIP_308,47.90114333397004,105.17450046459868,0,1,1,0,19.292234671276574,39.03877788102192,0
TRIP_309,61.565168574040456,63.37618595935733,4,2,0,0,22.948858103113444,20.750263546523854,0
TRIP_310,52.57368817079327,112.90076628152231,5,5,0,0,42.554549542667914,35.08905917367163,0
TRIP_311,52.38782556127336,85.3387789663312,2,2,0,0,35.49523815402289,22.964173103629157,0
TRIP_312,68.18532222384628,97.93586023971099,3,5,1,0,32.49295873755746,44.09685783104689,0
TRIP_313,64.90499618785636,127.24441256510849,7,4,0,0,37.193529185335414,40.27653612557967,0
TRIP_314,64.76211563200766,112.93678631731063,5,0,0,0,43.86934383940209,31.763730292735698,0
TRIP_315,70.66574568585195,89.62938704188335,3,3,1,0,45.02372185912029,40.917641564862976,0
TRIP_316,55.25204609959311,77.17615549169426,1,3,0,0,51.41250253422697,20.483590109265393,0
TRIP_317,63.18343565553957,51.9636919734139,3,1,0,0,62.30052219151159,16.214153771869753,0
TRIP_318,51.27679892087853,80.6169336151516,4,3,0,0,34.67956441337785,25.24820747003369,0
TRIP_319,58.8899962298613,90.7773952234461,1,5,1,0,27.183665568036254,39.839421160765795,0
TRIP_320,53.438283347587785,75.25640945697631,3,6,1,0,44.203041937777826,39.72364654599474,0
TRIP_321,56.16395157991262,92.3748606581539,3,2,1,0,17.836177756030697,40.86108014625643,0
TRIP_322,62.14188430524296,96.53703765917537,4,3,0,0,24.81943801832583,28.78600836870564,0
TRIP_323,45.18135180119833,90.50288036383843,1,4,1,0,49.99071419589185,39.111751191964096,0
TRIP_324,80.10864730822553,81.9999483835308,2,4,0,0,33.13807437773444,23.555544085229073,0
TRIP_325,42.92779142200358,98.37309343933455,3,4,0,0,16.877113124629414,28.527354097629903,0
TRIP_326,40.42973664654721,103.83881299138818,2,5,0,0,12.652954019522387,29.075291775864038,0
TRIP_327,68.89733048200081,73.19201845114307,1,0,0,0,35.73075019090711,17.59822632247624,0
TRIP_328,64.49995232755523,123.2186475949254,1,3,0,0,52.12844805452015,30.715255021094535,0
TRIP_329,62.489437804625865,93.02823735431477,3,5,0,0,51.928186662967796,28.00627496762551,0
TRIP_330,62.54014611117136,95.37699245889695,0,6,1,0,36.66320754339256,40.194887213088215,0
TRIP_331,54.853038725837024,109.16428846513114,3,8,0,0,65.13364128644193,33.592064103362475,0
TRIP_332,44.232947542170024,99.66432262527003,1,3,0,0,33.42769451089306,25.48096058339334,0
TRIP_333,55.909654698324715,114.0627326782649,1,4,1,0,32.921485649038836,44.347273928503306,0
TRIP_334,46.87405946185466,100.74248330403648,7,3,0,0,5.0,33.72055184534145,0
TRIP_335,66.70143680101302,82.75125250719124,3,4,0,0,28.289555762581763,25.055833890486944,0
TRIP_336,53.23531142197434,102.23007050412204,2,4,0,0,47.78022552362742,28.051126778693792,0
TRIP_337,45.09403363848986,72.12547585358676,4,5,0,0,58.45942005289556,24.69455018968595,0
TRIP_338,51.14336990016408,97.17119411553047,4,3,0,0,22.546480494990732,28.92693202567344,0
TRIP_339,59.95517745130749,94.33540018711078,0,2,0,0,41.93378493939573,22.29675559713573,0
TRIP_340,48.23530536635231,90.83766285454921,3,5,1,0,50.703185484849314,42.519480634344276,0
TRIP_341,45.13335525320282,92.42924977122138,3,6,0,0,35.16812229793849,28.539833282493642,0
TRIP_342,57.924246537902945,57.36301909004722,7,1,0,0,5.0,22.74733757556605,0
TRIP_343,57.93959885330467,84.02550184518077,3,6,0,0,38.709349993613785,26.672333743373507,0
TRIP_344,48.916681895546446,96.85689802282229,2,6,0,0,46.421459360913396,28.190421782849402,0
TRIP_345,49.347540332580124,98.19712783994801,4,5,0,0,20.788656574723117,30.488250631099557,0
TRIP_346,57.784599248291634,74.44649718148084,2,3,1,0,31.187682036884194,36.21033270699574,0
TRIP_347,37.62298790203211,120.31415681729402,2,3,0,0,17.667559368068538,31.403145959398675,0
TRIP_348,38.11043470748134,77.67650303570998,3,4,0,0,5.0,23.928111785713334,0
TRIP_349,46.37866934497077,114.38914401053474,0,3,1,0,50.40506617681485,42.41980978011883,0
TRIP_350,52.438634179457836,103.5438872374337,0,3,0,0,34.94377199297222,25.009752719429713,0
TRIP_351,58.73089078717606,82.07545380312393,3,1,0,0,58.96512495057475,22.90565640069421,0
TRIP_352,72.70427460339462,130.50621785219025,4,6,0,0,47.859832878592655,38.3347150782645,0
TRIP_353,65.29191547842423,71.1272633648704,6,5,0,0,29.686853575018265,27.13939185886009,0
TRIP_354,53.080737640438876,113.38308347220003,4,6,1,1,33.75229009843387,64.52957410493335,1
TRIP_355,54.771805505167734,115.01164636085957,2,4,0,0,43.49266086155259,30.891476969079907,0
TRIP_356,42.969647624346294,81.58759581846711,2,6,0,0,49.50325125133615,24.797243515214916,0
TRIP_357,54.77784236809132,122.84930600128658,8,5,0,0,39.840059461130174,41.299845778063684,0
TRIP_358,51.53609633295834,89.99906970802094,4,3,1,0,51.583897179342266,42.33312660178243,0
TRIP_359,58.872622724057074,100.77387258559715,3,4,1,0,30.549968949882928,44.06086057457714,0
TRIP_360,45.07322867737213,100.20643677542441,1,2,0,0,20.042846798214704,24.93476372787209,0
TRIP_361,61.23215817089407,92.31382517058904,2,1,0,1,34.027861196583046,38.84751670457535,0
TRIP_362,73.39286695603093,111.21616546319564,1,5,0,0,38.07777336104275,29.381370102932365,0
TRIP_363,53.69487821851771,110.86977441104426,3,3,0,1,16.9769690789107,45.63772764689873,0
TRIP_364,59.820540665187295,60.029360535236385,4,7,1,0,14.949168737800669,38.339857896719195,0
TRIP_365,63.281727900533355,121.08680485756305,0,8,1,0,41.710794447101414,47.241512190569566,0
TRIP_366,50.185354337369965,61.750160239286515,2,7,1,0,28.904647229443647,36.05559116428589,0
TRIP_367,57.689109781725,115.65092408683314,5,6,0,0,32.51238641506997,36.36687201929626,0
TRIP_368,55.15110880938154,117.53410273655166,5,0,1,0,29.604610014487648,47.78535616367814,0
TRIP_369,56.17211318258598,73.18067139569604,3,3,1,1,57.809013526448176,52.26237142126578,1
TRIP_370,45.7238825937344,86.78371424090831,1,2,0,0,53.926417405925,21.951936497979624,0
TRIP_371,55.29412209110731,72.88590663028128,3,6,0,0,16.439694649412477,24.19686814006251,0
TRIP_372,60.9759794949454,90.70157939422529,2,6,1,0,27.008101803793295,41.82257319871674,0
TRIP_373,72.4137232935405,88.83931431628517,5,7,0,0,47.7500640195439,31.075403181396705,0
TRIP_374,66.51124991302248,110.59321064538679,1,2,1,0,44.02904355654863,42.24293569897484,0
TRIP_375,80.83818949013867,121.20617492239217,3,7,0,0,34.37813056505322,35.60137220497604,0
TRIP_376,45.79182924534341,122.91367621579911,3,1,0,0,17.93599692553647,31.980816936844242,0
TRIP_377,65.46784764064813,83.75663946843396,4,3,1,0,24.761899307696815,40.94591988187422,0
TRIP_378,57.20010406886022,90.81556252510944,2,3,0,0,27.248486486805653,24.847902783357657,0
TRIP_379,81.27763519861207,61.331236155580996,2,2,1,0,39.15491496678651,32.62916359012911,0
TRIP_380,45.30042057573819,78.88259867007622,1,2,0,0,60.555907320458566,20.196133037794716,0
TRIP_381,44.92333789383069,114.29703266194915,0,1,0,0,24.69679647817808,26.06600725821092,0
TRIP_382,47.80728825467173,127.31165647096464,2,3,0,0,19.6094712866714,32.95814588243659,0
TRIP_383,29.513251308282317,70.31302256240156,2,7,0,1,33.371202847580854,37.95844945831146,0
TRIP_384,48.69093973983087,83.15071481694211,1,7,0,1,50.47608470771088,39.477936625987134,0
TRIP_385,45.89040806135563,94.47188486082146,5,2,1,0,13.296755498589452,43.99375219129366,0
TRIP_386,56.804725437714495,100.60322317639213,7,0,0,1,56.80451226312422,46.68960515030937,0
TRIP_387,59.101071709325915,78.80792960156708,2,3,0,0,32.419529568264956,22.17953991145935,0
TRIP_388,77.51405007059063,103.48122088928179,2,6,0,0,23.985199965299394,29.662493530951505,0
TRIP_389,66.4050860582326,85.52321305858167,2,9,0,0,10.997160698567608,27.671825124129263,0
TRIP_390,48.077156132051165,94.71095458243441,1,2,1,1,45.59781160130941,53.7135454627632,1
TRIP_391,44.21902394381971,105.925684960074,2,2,0,0,32.43243207137698,27.539041102238667,0
TRIP_392,60.903030058078066,95.12844539621875,2,4,0,0,37.560582241317604,26.47298786582639,0
TRIP_393,39.15720151575229,86.27228218946863,5,4,0,0,21.48782388482954,28.504951597659694,0
TRIP_394,76.97750519025224,92.80780392148338,0,2,0,0,30.213559486234644,21.957289760329644,0
TRIP_395,69.15328144865545,93.2327408158933,3,6,0,0,27.701281304678933,28.71838684797629,0
TRIP_396,49.36989217474354,87.59977940235744,2,4,0,0,33.49110341932689,24.799950978301656,0
TRIP_397,34.44238565090947,89.82407874665795,5,2,0,0,24.956715104362843,27.960906388146213,0
TRIP_398,71.24646848998495,126.97294341009433,3,6,1,0,11.98728558969168,51.21620964668764,1
TRIP_399,53.62552185696858,106.21838895882478,5,3,1,0,75.9274961794491,47.27075310196106,0
TRIP_400,69.85379574368154,89.09039363941679,6,3,1,0,14.548936289937288,44.79786525320374,0
TRIP_401,35.86686809446759,108.93908809021471,3,3,1,0,37.72188510413808,45.20868624226995,0
TRIP_402,47.807499724554724,88.3236102048798,5,5,1,0,8.419582573639367,44.627468934417735,0
TRIP_403,55.0629243966182,118.46249275173282,2,2,0,0,5.044288450730377,30.32499838927396,0
TRIP_404,55.5637671251769,102.39284384396188,0,6,0,0,36.46739737778401,26.7539652986582,0
TRIP_405,49.59921434224908,92.85395711991542,6,3,0,0,37.61551381652455,30.634212693314545,0
TRIP_406,62.47419918816998,103.95433851620555,5,3,1,0,53.92248486203576,46.76763078137901,0
TRIP_407,42.18855484740887,63.58247695863001,3,1,0,1,40.99320261523559,33.796105990806666,0
TRIP_408,53.291446179744476,72.4646506218039,6,4,0,0,32.752839218813136,26.769922360400866,0
TRIP_409,56.443547580542784,71.12149987201889,3,7,0,0,20.75599633902494,24.4714444160042,0
TRIP_410,61.173266008704985,97.85886189527413,1,4,0,0,57.48518102350323,25.746413754505365,0
TRIP_411,63.53937853706668,129.65029998970184,0,1,0,0,48.93276869075336,29.477844442155966,0
TRIP_412,41.50429489794557,139.62600292385264,2,1,0,0,16.30505783377363,34.36133398307836,0
TRIP_413,36.59062995117253,107.76102202881515,2,2,0,0,35.56945592315953,27.946893784181142,0
TRIP_414,70.33212186278212,105.01688949888914,4,4,0,0,37.16078347289745,31.337086555308698,0
TRIP_415,58.9877681437551,58.97884531694522,5,8,0,1,29.815195150914963,40.106410070432275,0
TRIP_416,46.01816156132136,84.14652400531956,1,3,0,0,46.577757287101925,22.032560890071018,0
TRIP_417,73.61382370627027,79.24432496183522,4,4,0,0,47.47599707522266,25.609849991518942,0
TRIP_418,56.3880956115143,82.58304803497768,3,3,0,0,32.142714532923414,24.351788452217267,0
TRIP_419,69.15156620876591,91.63712362830421,2,4,0,0,30.786961313035125,25.697138584067602,0
TRIP_420,55.81022177692131,85.55818844605746,3,2,0,0,57.48437694001298,24.346264099123882,0
TRIP_421,79.72897509858385,55.414003792484245,2,4,0,0,48.992583385433555,17.647556398329833,0
TRIP_422,76.06409010931846,109.95820512235068,3,3,1,0,36.08540584862577,45.43515669385572,0
TRIP_423,52.01243021825112,73.54513948520386,5,7,0,0,10.561864413799196,27.67669766337864,0
TRIP_424,66.65885141145226,99.78493728222298,2,3,0,0,40.16000159457554,26.841097173827333,0
TRIP_425,62.744511395021775,136.48165339499946,5,5,1,0,45.47125197376502,55.32925630999988,1
TRIP_426,71.42357869038818,76.61230816827154,1,3,0,0,5.0,20.358290704060344,0
TRIP_427,43.420918473038746,44.39424954507341,0,0,0,0,38.77804172477038,9.86538878779409,0
TRIP_428,63.232617519981275,89.27991556239779,4,6,0,0,28.74962019806397,29.173314569421738,0
TRIP_429,67.70109384219505,117.01919269997143,6,7,1,0,31.687185798056728,53.670931711104764,1
TRIP_430,33.89512616292263,134.16694908441187,4,5,1,0,21.38928570855019,53.48154424098042,1
TRIP_431,40.8008978480107,70.40900811095166,3,4,0,1,32.77716064394537,37.31311291354481,0
TRIP_432,30.52921386687879,104.93398446473043,5,1,0,0,55.87987364271997,30.651996547717868,0
TRIP_433,51.767117986665305,85.69379086439893,2,8,0,0,28.304022517767265,27.0430646365331,0
TRIP_434,63.610507069551545,92.88103291391728,2,4,0,0,49.48360338189776,25.973562869759398,0
TRIP_435,73.02828462515234,147.8868669403407,2,0,0,0,22.905031716805844,35.53041487563127,0
TRIP_436,55.8891373650373,64.94059343209693,4,3,0,0,46.38134288984058,21.764576318243762,0
TRIP_437,74.5433865468555,100.07479322989147,3,3,0,0,35.02483783432927,28.238842939975882,0
TRIP_438,38.4387825014213,104.35386343530867,5,3,0,0,40.28037243183921,31.856414096735264,0
TRIP_439,34.55941072773814,116.71572649878695,2,3,0,1,35.10729884146231,45.60349477750821,0
TRIP_440,54.33342761324057,96.95966306941791,2,3,0,0,44.62437848661813,26.21325845987065,0
TRIP_441,59.60878538727169,101.16101079008205,3,5,0,0,5.0,29.813557953351566,0
TRIP_442,54.60766302287088,87.16702865156418,3,9,0,0,13.702620298136456,29.370450811458703,0
TRIP_443,30.19069479952148,100.38253882490214,4,4,1,0,41.25620747012967,45.307230849978254,0
TRIP_444,53.93055952584654,88.1361544900518,1,1,0,0,5.0,21.5858121089004,0
TRIP_445,39.34636599394176,107.43143779712102,0,1,0,0,27.04129466529186,24.54031951047134,0
TRIP_446,63.03607058596046,87.60779327912732,1,3,0,0,34.184887384450256,22.801731839806074,0
TRIP_447,59.39917895316218,102.54200787804373,4,2,0,0,22.577897935806547,29.45377952845416,0
TRIP_448,43.72144256407174,94.41474372630043,3,3,0,0,24.626578959593395,26.9810541614001,0
TRIP_449,48.83359699195968,117.52100501544336,4,1,1,0,39.07373300230388,47.11577889232075,0
TRIP_450,42.28943773733258,93.97212552823028,1,5,0,0,50.13942433669714,25.54936122849562,0
TRIP_451,54.24785083272194,59.53935063586237,5,4,0,0,20.623259281177884,22.564300141302752,0
TRIP_452,66.46170784601486,120.23843001427983,3,10,0,0,26.374127057189447,37.386317780951074,0
TRIP_453,43.171287443973476,76.88535398274762,4,4,1,0,24.031085400094327,40.08563421838836,0
TRIP_454,61.04855818621413,81.9246732270236,4,3,1,1,5.0,55.53881627267192,1
TRIP_455,48.63690857953071,83.08677411913015,4,5,0,0,37.12567685476263,27.130394248695595,0
TRIP_456,45.48552601285187,122.48876186341634,1,2,0,0,49.020766187427384,29.886391525203628,0
TRIP_457,53.715635680545304,52.28651572042609,4,3,0,1,50.24964810973823,33.952559048983574,0
TRIP_458,42.577092130967515,157.75497067319986,3,4,0,0,21.938504353388918,41.72332681626664,0
TRIP_459,48.35620833583381,116.12113618132103,2,2,0,1,16.224529272197863,44.804696929182455,0
TRIP_460,40.62546528893382,99.4647782825832,5,1,1,0,35.32408321387527,44.4366173961296,0
TRIP_461,78.57670159499668,93.90211998767427,4,5,0,0,47.43910529849701,29.533804441705392,0
TRIP_462,55.423162623660744,100.71108149715315,3,6,0,0,37.32275672465576,30.3802403327007,0
TRIP_463,46.60329390408897,105.42244856758677,4,7,0,0,39.33956953810642,33.42721079279706,0
TRIP_464,57.56775892881066,107.90431171900114,4,2,0,0,52.1274639160435,30.645402604222472,0
TRIP_465,53.652063403710045,106.11208932006897,3,5,0,0,23.912951611539448,30.913797626681994,0
TRIP_466,52.34836480560132,96.79161362510497,1,5,0,0,31.700448699904552,26.17591413891222,0
TRIP_467,62.3700004005211,91.05323159385348,2,7,0,0,59.51908267641802,27.56738479863411,0
TRIP_468,64.09009252056767,91.97453432692977,0,5,0,0,32.04783315353559,23.772118739317726,0
TRIP_469,48.63398622867367,91.10183439294639,4,4,0,1,15.989945510501432,43.24485208732142,0
TRIP_470,48.09018111226384,117.67540193734129,1,7,1,0,24.95965855624558,47.15008931940918,0
TRIP_471,51.699379634180275,106.87113444561723,5,9,0,1,20.927302231681367,51.4158076545816,1
TRIP_472,27.376946023172984,36.19222730671439,1,3,0,0,40.35743878551906,11.376050512603198,0
TRIP_473,36.81770725361737,108.11801553059522,4,5,0,0,21.560794946168315,32.692892340132275,0
TRIP_474,71.4024912093343,98.8947238943755,1,3,0,0,39.065513792918665,25.309938643194556,0
TRIP_475,74.7396125620154,94.62582487108205,6,1,1,0,23.959021721890252,44.694627749129346,0
TRIP_476,52.01156752532346,87.22963093822229,4,5,1,0,5.0,43.05102909738273,0
TRIP_477,61.918683556669194,117.48225439972026,1,3,0,0,39.59929680472883,29.44050097771561,0
TRIP_478,58.73500185452243,113.95052924245715,3,4,0,0,37.22695522320333,31.989006498323807,0
TRIP_479,91.94656970146285,79.54244664352782,3,6,0,0,42.766367235632615,25.676099254117297,0
TRIP_480,68.43489893721492,103.1410457424907,4,3,1,1,24.90519171252115,60.253565720553496,1
TRIP_481,53.4649889022308,75.56686530917428,2,4,0,0,23.30683286960935,22.125970068705396,0
TRIP_482,43.53351471279489,67.40763670422139,4,8,0,0,41.02200287722319,25.646141489826974,0
TRIP_483,35.722644156909126,82.4656555082007,3,6,0,0,57.785293587964716,26.3257012240446,0
TRIP_484,57.44156363040668,112.24786944765518,3,2,1,0,35.16752014259492,45.27730432170115,0
TRIP_485,45.92379105658836,114.06250090752174,2,3,0,1,41.36877644070717,45.01388909056039,0
TRIP_486,37.932955484827914,105.26170840194587,4,6,0,0,30.17618473361439,32.7248240893213,0
TRIP_487,47.24112538908968,109.50191573695994,3,1,0,0,11.845542171894728,29.000425719324436,0
TRIP_488,42.02142395662726,105.32356574229917,1,2,1,0,49.511441287310866,41.071903498288705,0
TRIP_489,75.24569962087078,82.17036809554095,1,4,0,0,48.62621358629243,22.2600817990091,0
TRIP_490,65.5796770833934,103.63845089347882,2,0,1,0,45.66161037762791,40.69743353188417,0
TRIP_491,54.90432830420059,111.00819050455365,2,2,0,0,32.27081842486372,28.6684867787897,0
TRIP_492,72.75932966668032,110.08582659627149,1,4,0,0,43.95584149607811,28.463517021393663,0
TRIP_493,55.92841969177142,118.77826742949286,6,7,1,0,48.40642696081746,54.061837206553975,1
TRIP_494,44.664589584060835,109.16607694402127,2,3,1,0,59.30238027435061,43.925794876449174,0
TRIP_495,73.27748892723588,102.02896415083165,5,3,0,0,49.82789156971163,31.339769811295927,0
TRIP_496,61.46692052421591,116.40300476632855,7,3,0,0,35.957318375504585,37.20066772585079,0
TRIP_497,42.55304614808252,94.4695748150188,5,6,0,0,15.376201168634427,31.659905514448628,0
TRIP_498,52.7159358629967,77.36250697544564,4,5,0,0,37.33487446507612,25.858334883432367,0
TRIP_499,44.49258095938291,91.73866072112472,3,4,0,0,38.848660937739616,27.05303571580549,0
TRIP_500,38.40640322842797,80.10194710387103,4,2,0,0,45.63544662977456,24.467099356415787,0
TRIP_501,66.1141305703797,81.49643450051236,1,5,0,0,55.308377889851386,22.776985444558303,0
TRIP_502,77.91299968564157,92.10962658568964,2,6,0,1,33.57274231914831,42.1354725745977,0
TRIP_503,38.21718911417031,79.15160158000077,4,2,0,0,66.51480784719666,24.255911462222397,0
TRIP_504,61.75563084028685,88.8407694072192,1,4,0,0,8.610694699391342,23.74239320160427,0
TRIP_505,47.192289170538075,57.12770666092429,4,2,0,0,41.290128086924376,19.36171259131651,0
TRIP_506,49.15449539482365,99.26587414745877,6,3,0,0,23.02219411723958,32.05908314387973,0
TRIP_507,47.89127290913357,95.02410950724449,3,6,0,0,6.391670004667958,29.116468779387674,0
TRIP_508,44.632110763842206,78.65822737863618,1,3,0,0,31.97338435551262,20.81293941747471,0
TRIP_509,55.582259535337926,108.1849133686481,2,1,0,0,13.14240952368565,27.37442519303291,0
TRIP_510,45.02859860306755,113.75140275253116,4,3,0,0,32.578581529507744,32.61142283389582,0
TRIP_511,58.24548190935806,62.84880271262052,3,7,0,0,35.52153872141685,22.633067269471226,0
TRIP_512,54.39714268661036,79.74550442867572,1,6,1,0,51.77812114003924,38.05455653970572,0
TRIP_513,52.13262343760309,79.61715300425404,7,1,0,1,12.386222978540935,42.692700667612,0
TRIP_514,44.10923605550083,76.20193797782271,2,3,0,1,48.62667748468659,36.60043066173838,0
TRIP_515,48.07874403318001,111.58949683863497,5,7,0,1,36.47120675419691,51.130999297474446,1
TRIP_516,64.06469470990908,91.12347722454393,6,4,1,0,50.43273730414391,45.91632827212088,0
TRIP_517,61.01100625149257,89.70970317378779,1,3,0,0,28.523732374533083,23.2688229275084,0
TRIP_518,43.269337062417385,54.92275271186493,0,0,1,0,15.016331198548318,27.20505615819221,0
TRIP_519,56.19198766515071,107.70836060418452,2,6,0,0,16.737510106762006,30.60185791204101,0
TRIP_520,64.01664548046146,70.21483210293056,3,4,1,0,15.622888194993259,37.26996268954012,0
TRIP_521,34.967136626543535,96.19865260532657,5,6,0,0,42.167212293809825,32.04414502340591,0
TRIP_522,61.52032230855922,100.54753875916383,0,6,0,1,57.15383033322049,41.343897502036405,0
TRIP_523,47.04851489264984,122.21317191677302,0,2,1,0,26.525727100171693,43.49181598150511,0
TRIP_524,61.84718402311791,68.82359201761776,3,5,0,0,44.43702947386675,22.627464892803946,0
TRIP_525,45.8408901214898,34.60975688358349,4,4,0,0,12.148369127965701,15.691057085240779,0
TRIP_526,33.34141479202577,98.6769908950739,3,6,0,1,37.70481873765949,44.92822019890532,0
TRIP_527,35.46949074540205,131.01022363021707,4,4,0,0,45.0284392450569,37.11338302893713,0
TRIP_528,55.577019359936585,119.77892705878875,3,4,1,0,13.278128370846972,48.28420601306417,0
TRIP_529,58.11667002065778,99.19318830549251,5,2,0,0,31.94174796530218,30.04293073455389,0
TRIP_530,44.1482004987471,85.16727628735906,6,5,1,0,45.738757107283476,45.259394730524235,0
TRIP_531,62.663109505328485,111.14245193274621,3,5,1,0,5.0,47.03165598505471,0
TRIP_532,35.06175925277248,75.52907600591062,4,3,0,0,55.03179592552614,24.11757244575792,0
TRIP_533,54.2070424162322,104.52715538712438,1,4,0,0,40.30519063836572,27.228256752694307,0
TRIP_534,40.46780560285052,105.10940318333253,3,5,1,0,45.75091471576014,45.690978485185006,0
TRIP_535,47.17796670637409,116.2041981499776,3,6,0,0,28.809210812078533,33.82315514443947,0
TRIP_536,55.56878405579697,150.19320077822155,2,5,1,0,9.159162776519668,54.376266839604796,1
TRIP_537,44.67503961659257,102.84831934357534,4,7,0,1,43.01094434475428,47.855182076350076,0
TRIP_538,50.3853334692421,84.82072748585003,3,5,0,1,33.76114511875232,41.18238388574446,0
TRIP_539,67.07551371057329,94.48851375616012,5,2,1,0,35.48173183148481,43.99744750136891,0
TRIP_540,48.07729756572222,59.61848190221764,3,7,0,1,51.314104777984305,36.91521820049281,0
TRIP_541,65.0283053447817,81.10573737821883,3,1,0,0,46.43095810793897,22.69016386182641,0
TRIP_542,41.44351774410858,86.81435123773792,2,5,0,0,63.81856125634419,25.292078052830654,0
TRIP_543,61.357650134983395,84.51823204130815,0,6,1,0,37.30781343310248,37.78182934251292,0
TRIP_544,72.2988234478948,98.04709744067443,4,4,0,0,24.631813433133242,29.78824387570543,0
TRIP_545,25.34026599847253,78.55160135235599,3,4,0,0,32.17374729636911,24.12257807830133,0
TRIP_546,45.43725693435428,117.42061334648943,2,4,0,0,41.234950588079094,31.42680296588654,0
TRIP_547,61.92486552616648,95.00414129836395,4,0,0,0,50.23784778489466,26.445364732969768,0
TRIP_548,52.56345536748409,94.8139935772277,6,6,0,0,12.994490728419219,33.06977635049505,0
TRIP_549,59.4537504804557,88.44210566974164,4,3,0,0,35.12806422768753,26.98713459327592,0
TRIP_550,47.75217775941015,98.10381367717959,4,3,0,0,59.143124855575536,29.134180817151023,0
TRIP_551,56.0390774496748,111.5019652933527,2,5,1,0,31.396866934962198,45.778214509633926,0
TRIP_552,53.13187317529505,77.65739568578199,1,5,0,1,48.96517782303657,36.923865707951556,0
TRIP_553,69.01338473991768,81.83767021849486,1,3,0,0,42.39676290824008,21.519482270776635,0
TRIP_554,58.053050119614554,88.9254794244667,1,2,1,1,49.3379090978747,52.42788431654816,1
TRIP_555,59.051231944902426,68.0825815305357,4,3,0,0,22.853591876001012,22.462795895674603,0
TRIP_556,50.05747640653039,78.61484280557005,3,3,1,0,22.918974949016288,38.469965067904454,0
TRIP_557,49.14872531113008,85.47558252910682,4,4,0,0,35.30407838183432,26.99457389535707,0
TRIP_558,49.80930174616455,112.48778361425455,4,1,0,0,12.016673191395327,30.997285247612123,0
TRIP_559,59.73342570853956,100.2512265800385,2,6,0,0,30.953890900825133,28.94471701778634,0
TRIP_560,49.94818623015684,98.8717982273509,6,6,0,0,38.79314986273501,33.97151071718909,0
TRIP_561,58.477298282756955,112.01795924335944,3,5,0,0,61.76953410424659,32.226213165190984,0
TRIP_562,79.90480958374526,92.25256423201206,1,5,0,0,41.04077283904733,25.167236496002683,0
TRIP_563,65.4534964411803,102.80929699857779,3,3,0,0,44.37842706309654,28.846510444128405,0
TRIP_564,51.08771761398591,92.93556494135008,2,1,0,0,52.46713770575009,23.985681098077798,0
TRIP_565,69.41456706596733,100.30724698799257,2,0,0,0,20.530136166574152,24.957165997331686,0
TRIP_566,50.10309552374138,83.34482684776836,3,3,0,0,32.523760064435216,24.521072632837416,0
TRIP_567,30.542505577865754,46.22365683447142,3,1,0,0,71.38118887705839,14.938590407660316,0
TRIP_568,42.902964268991155,92.31441675627391,3,4,0,0,33.81316666423237,27.180981501394207,0
TRIP_569,32.55049694768973,123.45496272199881,3,1,0,1,51.74646123173311,47.10110282711084,0
